expediente,categoria,numero,fragmento
SUP-RAP-357/2024,fiscalizacion,5,ca: Ley Orgánica del Poder Judicial de la Federación. Reglamento de Fiscalización. Reglamento de Fiscalización del INE. RP: Principio de representación proporcional. Sala Superior: Sala Superior del Tribunal Electoral del Poder Judicial de la Federación. SIF: Sistema Integral de Fiscalización. Tribunal Electoral: Tribunal Electoral del Poder Judicial de la Federación. UTF: Unidad Técnica de Fiscalización del INE. I. ANTECEDENTES 1. Resoluciones del CG del INE. El veintidós de julio de dos mil veinticuatro [2] el CG del INE emitió diversas resoluciones en las que sanc
SUP-RAP-357/2024,rebase_tope,1,"logía descrita en la fracción II, del acuerdo mencionado, para verificar el cumplimiento de la distribución equitativa de recursos de las senadurías de un mismo partido político o coalición, primero se debe obtener un porcentaje de ingresos por financiamiento público respecto al tope de gastos por cada candidatura a partir de considerar la información del SIF consistente en sujeto obligado, entidad, sexo (mujer u hombre), total de ingresos por financiamiento público y el tope de gastos de campaña. Después, se realiza una suma de índice de hombres y de mujeres, a parti"
SUP-RAP-357/2024,rebase_tope,2,"ro se debe obtener un porcentaje de ingresos por financiamiento público respecto al tope de gastos por cada candidatura a partir de considerar la información del SIF consistente en sujeto obligado, entidad, sexo (mujer u hombre), total de ingresos por financiamiento público y el tope de gastos de campaña. Después, se realiza una suma de índice de hombres y de mujeres, a partir de sumar los porcentajes obtenidos conforme al punto anterior. En este caso, la suma de índice de las mujeres fue de 327.11% y el de los hombres fue de 374.88%, y la suma total fue de 701.99%. L"
SUP-RAP-357/2024,rp,1,"Sentencia que con motivo de la demanda del Partido del Trabajo para controvertir diversas resoluciones emitidas por el Consejo General del Instituto Nacional Electoral sobre la fiscalización de la campaña a la Presidencia de la República, diputaciones federales y senadurías por representación proporcional, diversas gubernaturas y aquellas que son inescindibles, correspondientes al proceso electoral concurrente 2023 – 2024; revoca parcialmente la resolución INE/CG1955/2024 en las conclusiones 4_C33_CM y 4_C64_CM , y confirma , en lo que fue materia de impugnación, el resto de reso"
SUP-RAP-357/2024,rp,2,"o Nacional Electoral respecto de las irregularidades encontradas en los dictámenes consolidados de la revisión de los informes de ingresos y gastos de campaña de las candidaturas a los cargos de Presidencia de la República, diputaciones federales y senadurías por el principio de representación proporcional y diversas gubernaturas, correspondientes al proceso electoral concurrente 2023-2024. Apelante, recurrente o PT Partido del Trabajo. CEN: Comité Ejecutivo Nacional. CEP: Comprobantes Electrónicos de Pago. CG del INE o responsable: Consejo General del Instituto Nacional Electoral"
SUP-RAP-357/2024,rp,3,e Medios: Ley General del Sistema de Medios de Impugnación en Materia Electoral. Ley de Partidos: Ley General de Partidos Políticos. Ley Orgánica: Ley Orgánica del Poder Judicial de la Federación. Reglamento de Fiscalización. Reglamento de Fiscalización del INE. RP: Principio de representación proporcional. Sala Superior: Sala Superior del Tribunal Electoral del Poder Judicial de la Federación. SIF: Sistema Integral de Fiscalización. Tribunal Electoral: Tribunal Electoral del Poder Judicial de la Federación. UTF: Unidad Técnica de Fiscalización del INE. I. ANTECEDENTES 1. Resoluci
SUP-RAP-357/2024,propaganda,1,"s impugnadas en las que no se impuso una sanción. 2. Análisis de los agravios Tema 1. No se tomaron en cuenta las fallas en el SIF. Conclusiones controvertidas Conclusión Sanción Federal 4_C42_FD. El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda y publicidad localizada en internet de campaña por un monto de $1,280,190.31 del ámbito federal. $1,280,190.31 4_C115_FD. El sujeto obligado omitió firmar 3375 comprobantes Electrónicos de Pago (CEP) con estatus de oneroso, por un monto de $512,835.00. $1,099,271.25 Guanajuato 4"
SUP-RAP-357/2024,propaganda,2,"cuenta las fallas técnicas y mal funcionamiento del SIF imputables al INE, lo que ocasionó informara de forma extemporánea la agenda de eventos; no se concluyeran en tiempo y forma los registros de los representantes generales de casilla; no se reportaran a tiempo los gastos por propaganda y no se presentara a tiempo una factura. Para acreditar lo anterior, respecto de las conclusiones 4_C42_FD , 4_C24_GT , 4_C4Bis_CI y 4_C4Ter_CI , el PT refiere que envío al correo oficialía.utf@INE.mx diversos oficios y videos en los que informó de las fallas del sistema, motivo"
SUP-RAP-357/2024,propaganda,3,"igación de firmar los CEP con estatus de oneroso. Además de que no acredita haber activado el Plan de Contingencia de Operación del SIF ya referido. C. Particularidades de las conclusiones impugnadas. a) C onclusión 4_C42_FD. Omisión de reportar egresos generados por concepto de propaganda y publicidad localizada en internet. Planteamiento. El PT refiere que la responsable vulnera los principios de exhaustividad, debida fundamentación y motivación al determinar que omitió reportar gastos por 205 hallazgos por concepto de publicidad realizada y distribuida en inter"
SUP-RAP-357/2024,propaganda,4,"a autoridad fiscalizadora al desahogar el oficio de errores y omisiones. Justificación. Derivado del monitoreo realizado en internet, la responsable requirió al PT que reportara los gastos relacionados con los hallazgos vinculados con eventos de campaña, difusión de publicidad y propaganda detallada en el Anexo 3.5.10 del oficio INE/UTF/DA/13685/2024. Una vez emitida la respuesta del recurrente y analizada por la responsable, ésta consideró que la observación no había quedado atendida por lo que hacía a los hallazgos señalados con (3) en la columna “Referencia Dic"
SUP-RAP-357/2024,propaganda,5,"n destinar un financiamiento paritario para las candidaturas de senadurías de mujeres de mayoría relativa. Tema 4. Falta de certeza en las candidaturas beneficiadas. Conclusión controvertida Conclusión Sanción 4_C88_FD. El sujeto obligado realizó un ingreso/gasto por concepto de propaganda en vía pública y propaganda en internet, que benefició de manera conjunta a la campaña, en el mismo ámbito, a una candidatura postulada por una coalición y a una candidatura postulada por alguno de los partidos que lo integran, por un importe de $9,598,913.38. $9,598,913.38 Plan"
SUP-RAP-413/2024,fiscalizacion,1,ue se precisan en la sentencia . ÍNDICE I. ASPECTOS GENERALES II. ANTECEDENTES III. TRÁMITE I V. COMPETENCIA V. PROCEDENCIA VI. PLANTEAMIENTO DEL CASO Pretensión y causa de pedir Controversia por resolver Metodología VII. ESTUDIO DEL CASO Tema 1. Fallas en el Sistema Integral de Fiscalización a) Decisión b) Agravios c) Análisis del caso Tema 2. Gastos que benefician en el mismo ámbito Contexto de la controversia Apartado 1. Inaplicación de norma reglamentaria Apartado 2. Indebida fundamentación y motivación al individualizar la sanción Apartado 3. Gasto por concepto
SUP-RAP-413/2024,fiscalizacion,2,"ectoral federal ordinario 2023-2024. (2) Derivado de lo anterior, el C onsejo G eneral del INE emitió la resolución que ante esta instancia se impugna y determinó , entre otras cuestiones, imponer diversas multas a Morena , por la comisión de supuestas infracciones en materia de fiscalización. (3) Inconforme, l a parte apelante interp uso el presente recurso. II. ANTECEDENTES (4) De los escritos de demanda y de las constancias que obran en el expediente, se advierte lo siguiente: (5) Dictamen consolidado. En sesión de doce de julio reanudada el catorce de julio sigui"
SUP-RAP-413/2024,fiscalizacion,3,"so. II. ANTECEDENTES (4) De los escritos de demanda y de las constancias que obran en el expediente, se advierte lo siguiente: (5) Dictamen consolidado. En sesión de doce de julio reanudada el catorce de julio siguiente, se aprobó Dictamen consolidado que presentó la Comisión de Fiscalización al C onsejo G eneral del INE respecto de la revisión de los informes de ingresos y gastos de campaña de las candidaturas a los cargos de presidencia de los Estados Unidos Mexicanos, senadurías y diputaciones federales, correspondientes al proceso electoral federal ordinario 2023"
SUP-RAP-413/2024,fiscalizacion,4,"ción reclamad a se emitió el veintidós de julio , mientras que el escrito de demanda se presentó el dos de agosto [6] . (15) Al respecto, en la tesis de jurisprudencia 1/2022 de rubro: “ PLAZO PARA PROMOVER MEDIOS DE IMPUGNACIÓN. CUANDO UNA RESOLUCIÓN SANCIONATORIA EN MATERIA DE FISCALIZACIÓN FUE OBJETO DE MODIFICACIONES, NO OPERA LA NOTIFICACIÓN AUTOMÁTICA” , [7] esta Sala Superior ha sostenido que no opera la notificación automática si se determina que la resolución impugnada de carácter sancionador fue materia de engrose o de cualquier modificación relacionada con"
SUP-RAP-413/2024,fiscalizacion,5,"el plazo para la interposición de un medio de impugnación deberá computarse a partir de la notificación o del momento en que se tenga conocimiento de la resolución modificada. (20) En esa medida, esta Sala Superior sostuvo que el plazo para impugnar una resolución en materia de fiscalización que haya sido objeto de modificaciones posteriores a la sesión de resolución del Consejo General del INE debe empezar a correr, en todos los casos, cuando surta efectos la notificación personal a los partidos políticos . (21) Esto se justificó al considerar que solamente hasta q"
SUP-RAP-413/2024,rebase_tope,1,"nto la observación no quedó atendida.  En consecuencia, procedió a realizar la distribución del gasto en términos del artículo 218 del Reglamento de Fiscalización, de los testigos identificados correspondientes.  Asimismo, los gastos determinados no prorrateados los acumuló al tope de gastos de campaña . (146) Como se advierte de lo anterior, en relación con los hallazgos materia de la conclusión sancionatoria 7_C89_FD , la recurrente se limitó a informar que los mismos se encontraban reportados en el SIF, es decir, reconoció el gasto en cuestión como propio; sin qu"
SUP-RAP-413/2024,rebase_tope,2,"no generados en el SIFIJE. 4. Los CEP firmados con monto $0.00, cuando inicialmente se establecieron como onerosos, salvo que se justifique dicha modificación. (232) De igual forma, del Dictamen se desprende que la autoridad determinó contabilizar los gastos no reportados en el tope de gastos respectivo, lo que evidencia que el trato otorgado fue acorde con la consecuencia señalada en la normatividad. (233) Sin embargo, el partido recurrente yerra al considerar que, en virtud de que la autoridad no sancionó con base en un criterio específicamente señalado en procesos"
SUP-RAP-413/2024,rebase_tope,3,"sancionó con el 100% del monto involucrado, cuando lo cierto es que la autoridad sí conceptualizó a partir del Reglamento de Fiscalización que la infracción se traducía en la existencia de egresos no reportados y, a partir de ello, ordenó la sumatoria respectiva para efectos del tope de gastos. (236) Sin embargo, de la normativa aludida por el partido político, no se desprende la obligación de la autoridad de sancionar la infracción referida a partir de un criterio fijo. En ese sentido, resulta infundado el agravio en cuanto a la supuesta inaplicación de la normativa"
SUP-RAP-413/2024,propaganda,1,"la conducta e individualización de la sanción Tema 5. Omisión de firmar comprobantes electrónicos de pago (CEP) a) Decisión b) Agravios c) Análisis del caso Tema 6. Cédulas de prorrateo Contexto de la controversia Apartado 1. Los hallazgos fueron reportados en el SIF Apartado 2. Propaganda de uso genérico Apartado 3. Propaganda diseñada para beneficio a diversas candidaturas VIII. CONCLUSIÓN Y EFECTOS IX. RESOLUTIVO I. ASPECTOS GENERALES (1) El asunto se origina con la emisión del Dictamen consolidado y la resolución del C onsejo G eneral de INE, respecto de los i"
SUP-RAP-413/2024,propaganda,2,"anción Tema 5. Omisión de firmar comprobantes electrónicos de pago (CEP) a) Decisión b) Agravios c) Análisis del caso Tema 6. Cédulas de prorrateo Contexto de la controversia Apartado 1. Los hallazgos fueron reportados en el SIF Apartado 2. Propaganda de uso genérico Apartado 3. Propaganda diseñada para beneficio a diversas candidaturas VIII. CONCLUSIÓN Y EFECTOS IX. RESOLUTIVO I. ASPECTOS GENERALES (1) El asunto se origina con la emisión del Dictamen consolidado y la resolución del C onsejo G eneral de INE, respecto de los informes de ingresos y gastos de campaña"
SUP-RAP-413/2024,propaganda,3,". VII. ESTUDIO DEL CASO Tema 1. Fallas en el Sistema Integral de Fiscalización (37) Las conclusiones respecto de las cuales plantea el tema de fallas en el SIF son las siguientes: CONCLUSIONES 7_C122_FD. El sujeto obligado realizó la distribución mediante cédulas de prorrateo de propaganda directa por un importe de $39,938,272.43 . 8.2_C42_FD. El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de carteleras, espectaculares, lonas y pintas de bardas por un monto de $5,888,104.94 . 8.2_C51_FD. El sujeto obligado omitió reportar en el SIF"
SUP-RAP-413/2024,propaganda,4,"El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de gastos realizados en publicidad en vía pública por un monto de $1,273,711.68 del ámbito federal. 8.2_C219 BIS_FD. El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda en la vía pública y por un monto de $3,237,856.69. 8.2_C237_FD. El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de gastos realizados en eventos de campaña por un monto de $2,368,842.60 del ámbito federal. 8.2_C238_FD. El sujeto obligado omitió rep"
SUP-RAP-413/2024,propaganda,5,"entre candidaturas. (40) No obstante, de la revisión del dictamen consolidado impugnado, se advierte que la autoridad fiscalizadora constató en el SIF que las pólizas contienen documentación soporte consistente en muestras fotográficas proporcionadas por el sujeto obligado de la propaganda utilitaria adquirida y que de su revisión advirtió que dicha propaganda beneficia a la entonces candidata a la Presidencia de la República . (41) En ese sentido, la responsable consideró que fue indebido que dichos gastos fuer a n distribuidos mediante cédulas de prorrateo, al c"
SUP-RAP-414/2024,fiscalizacion,1,"y de la Revolución Democrática ( en adelante: PRD ), así como contra David Alejandro Cortés Mendoza, entonces candidato a Diputado Federal por el Distrito 10 en Morelia, Michoacán , denuncian do hechos que podrían constituir infracciones a la normatividad electoral en materia de fiscalización, por la presunta omisión de reportar ingresos o egresos, así como la posible recepción de aportaci ones de ente s prohibido s y la omisión de reportar en tiempo real la supuesta entrega de propaganda utilitaria consistente en bolsas tipo tote bag y playeras a favor del entonces"
SUP-RAP-414/2024,fiscalizacion,2,"denunciado y en consecuencia, su cuantificación al tope de gastos respectivo, lo anterior, en el marco del Proceso Electoral Federal 2023-2024. I I. Acuerdo de admisión del procedimiento de queja ( e xpediente INE/ Q -COF-UTF/ 1036 /2024). El trece de mayo, la Unidad Técnica de Fiscalización ( en adelante: UT F ) acordó tener por recibido el escrito de queja mencionado, form ó el expediente, admiti ó a trámite , lo sustanció, y dio aviso del inicio del procedimiento de queja a la Secretaría del Consejo General, así como a la Presidencia de la Comisión de Fiscalizaci"
SUP-RAP-414/2024,fiscalizacion,3,"scalización ( en adelante: UT F ) acordó tener por recibido el escrito de queja mencionado, form ó el expediente, admiti ó a trámite , lo sustanció, y dio aviso del inicio del procedimiento de queja a la Secretaría del Consejo General, así como a la Presidencia de la Comisión de Fiscalización del I NE , notifica n do a l a s partes denuncia das del inicio del procedimiento y emplaza ndo a los sujetos denunciados. I II . Resolución impugnad a (INE/CG1089/2024) . E n sesión extraordinaria del CGINE celebrada el veintidós de julio , el CGINE emitió resolución INE/CG1089"
SUP-RAP-414/2024,fiscalizacion,4,"UND A . Acumulación. Del análisis de los escritos de demanda se advierte que existe conexidad en la causa, al advertirse identidad en el acto reclamado y autoridad responsable, toda vez que se controvierte la resolución del CGINE respecto del procedimiento de queja en materia de fiscalización, instaurado en contra de la coalición “Fuerza y Corazón por México”, integrada por el PAN , PRI y PRD , así como de David Alejandro Cortés Mendoza, entonces candidato a la Diputación Federal del distrito 10 en Morelia, Michoacán, identificado con el número de expediente INE/Q-CO"
SUP-RAP-414/2024,fiscalizacion,5,"unal Electoral del Poder Judicial de la Federación, con sede en Toluca de Lerdo, estado de México . Lo anterior obedece a que l a resolución controvertid a de l CGINE , entre otras determinaciones, declaró infundada la queja presentada por presuntas irregularidades en materia de fiscalización, se relaciona con l a persona que , al momento de la comisión de los hechos era candidata a la Diputa ción Federal de Mayoría Relativa para el estado de Michoacán , postulad o por la Coalición “Fuerza y Corazón por México”; lo cual implica que se trata de actos que se encuentran"
SUP-RAP-414/2024,rebase_tope,1,"como la posible recepción de aportaci ones de ente s prohibido s y la omisión de reportar en tiempo real la supuesta entrega de propaganda utilitaria consistente en bolsas tipo tote bag y playeras a favor del entonces candidato denunciado y en consecuencia, su cuantificación al tope de gastos respectivo, lo anterior, en el marco del Proceso Electoral Federal 2023-2024. I I. Acuerdo de admisión del procedimiento de queja ( e xpediente INE/ Q -COF-UTF/ 1036 /2024). El trece de mayo, la Unidad Técnica de Fiscalización ( en adelante: UT F ) acordó tener por recibido el e"
SUP-RAP-414/2024,rp,1,"y/o de la elección con la que tenga un vínculo. Respecto al tipo de elección, la Sala Superior es competente para conocer y resolver de los medios de impugnación vinculados con la elección de la Presidencia de la República, diputaciones federales y senadurías por el principio de representación proporcional, gubernaturas y jefatura de Gobierno de la Ciudad de México. Lo anterior, de conformidad con lo previsto en los artículos 83, párrafo I, inciso a), fracción I, y 87, párrafo 1, inciso a), de la LGSMIME; 169, fracción I, incisos d) y e), de la Ley Orgánica del Poder Judicial de l"
SUP-RAP-414/2024,propaganda,1,"ue podrían constituir infracciones a la normatividad electoral en materia de fiscalización, por la presunta omisión de reportar ingresos o egresos, así como la posible recepción de aportaci ones de ente s prohibido s y la omisión de reportar en tiempo real la supuesta entrega de propaganda utilitaria consistente en bolsas tipo tote bag y playeras a favor del entonces candidato denunciado y en consecuencia, su cuantificación al tope de gastos respectivo, lo anterior, en el marco del Proceso Electoral Federal 2023-2024. I I. Acuerdo de admisión del procedimiento de"
SUP-RAP-414/2024,propaganda,2,"ones tanto para la coalición como para el entonces candidato , derivado de l a presunt a omisión de la autoridad responsable de valorar la extemporaneidad del reporte de gastos de campaña de la persona candidata denunciada, así como por la omisión de re portar diversos gastos de propaganda electoral en tiem po real, argumentado que tal acto es ilega l y por tanto debe reproducirse sanciones correspondientes. Como puede advertirse, la materia de controversia en el presente recurso de apelación se circunscribe n actos de fiscalización relacionados con la diputaci ón"
SUP-RAP-415/2024,fiscalizacion,1,"Toluca es el órgano competente para conocer y resolver el recurso de apelación interpuesto por Morena en contra de la resolución INE/CG1 098 /2024 del Consejo General del Instituto Nacional Electoral , respecto del procedimiento administrativo sancionador de queja en materia de fiscalización , instaurado en contra de la coalición “Fuerza y Corazón por México ” integrada por los partidos políticos Acción Nacional, Revolucionario Institucional y de la Revolución Democrática, así como de David Alejandro Cortés Mendoza , entonces candidato a la diputación federal por el"
SUP-RAP-415/2024,fiscalizacion,2,"e la candidatura denunciada. Lo anterior en el marco del proceso electoral federal ordinario 2023-2024. (2) El Consejo General del INE determinó infundado el procedimiento de queja , al advertir que parte de los conceptos denunciados obraban registrados en el Sistema Integral de Fiscalización, mientras que respecto de otros no se tuvo por acreditada su existencia, y por tanto , estableció que no se inobservaron las obligaciones previstas en los artículos 79, numeral 1, inciso b) , fracción I, de la Ley General de Partidos Políticos, así como 127 del Reglamento de Fis"
SUP-RAP-415/2024,fiscalizacion,3,"ión, mientras que respecto de otros no se tuvo por acreditada su existencia, y por tanto , estableció que no se inobservaron las obligaciones previstas en los artículos 79, numeral 1, inciso b) , fracción I, de la Ley General de Partidos Políticos, así como 127 del Reglamento de Fiscalización . (3) Finalmente, por cuanto hace al extremo de denuncia de subvaluación en el valor de registro de concepto de gasto [casa de campaña] , la autoridad señaló que dicho análisis es parte de la revisión ordinaria que se efectúa en el marco del proceso de revisión de informes de ca"
SUP-RAP-415/2024,fiscalizacion,4,"s la autoridad competente para resolver el recurso. 2. ANTECEDENTES (6) Resolución INE/CG1 098 /2024 . E l veintidós de julio de dos mil veinticuatro, [1] el Consejo General del INE aprobó la resolución respecto del procedimiento administrativo sancionador de queja en materia de fiscalización, instaurado en contra de la coalición “Fuerza y Corazón por México ” , así como de su entonces candidato a la diputación federal por el Distrito 10, en Morelia , Michoacán, David Alejandro Cortés Mendoza, en el proceso electoral federal 2023-2024, identificado con el número de e"
SUP-RAP-415/2024,fiscalizacion,5,"so acumulado. 6. DETERMINACIÓN DE LA COMPETENCIA Y REMISIÓN 6.1. Determinación (14) La Sala Regional Toluca es la autoridad jurisdiccional competente para conocer y resolver el recurso de apelación , ya que la controversia se relaciona con un procedimiento de queja en materia de fiscalización, instaurado en contra de la coalición “Fuerza y Corazón por México ”, así como de David Alejandro Cortés Mendoza, entonces candidato a la diputación federal por el Distrito 10 en Morelia , Michoacán; entidad federativa en la cual la Sala Regional indicada ejerce su jurisdicción"
SUP-RAP-415/2024,rp,1,"advierte que, con base en el criterio relacionado con el tipo de elección, la Sala Superior es competente para conocer y resolver los medios de impugnación vinculados con la elección de la P residencia de la R epública, las diputaciones federales y senadurías por el principio de representación proporcional , a sí como de las gubernaturas y la Jefatura de Gobierno de la Ciudad de México . [4] (18) Por otra parte, las S alas R egionales son competentes para conocer y resolver los medios de impugnación vinculados con las elecciones de diputaciones federales y senadurías de mayoría re"
SUP-RAP-415/2024,propaganda,1,"podrían constituir infracciones a la normativa electoral en materia de fiscalización , tales como la omisión de reportar diversos gastos operativos ( vehículos, gasolina y sueldos y salarios de personal eventual, alimentos y viáti cos ) ; así como utilitarios (playeras, camisas, propaganda con la cara del candidato y bolsas) . Asimismo, denunció la presunta subvaluación de l valor de registro de la casa de campaña de la candidatura denunciada . (25) La Unidad Técnica de Fiscalización integró el expediente y, mediante resolución del Consejo General del INE se deter"
SUP-REC-761/2024,constancia_mayoria,1,"r la Sala Toluca en el J uicio ST-JIN-1-2024 y su acumulado , en la cual se confirmó el cómputo de la elección de diputaciones de mayoría relativa en el 07 Distrito Electoral Federal en el Estado de México, con sede en Cuautitlán Izcalli , así como la declaración de validez y la constancia de mayoría correspondientes. Lo anterior , porque la autoridad responsable sí analizó las causales de nulidad planteadas por el PRD ante esa instancia, y el partido no controv i ert e eficazmente las razones de la S ala R egional , o bien, incluye aspectos novedosos que no fueron planteado"
SUP-REC-761/2024,constancia_mayoria,2,"e i) del artículo 75 de la Ley de Medios , además de la causal genérica prevista en el artículo 78 de la misma ley. (2) Sin embargo, la Sala Toluca confirmó los resultados consignados en el acta de cómputo distrital, la declaración de validez y, en consecuencia, la entrega de la constancia de mayoría de la elección de diputaciones al Congreso de la Unión . En esencia, respecto de lo planteado por el PRD , sostuvo que el partido no aportó los elementos necesarios para el análisis de las causales de nulidad evocadas para controvertir los resultados del cómputo distrital y de l"
SUP-REC-761/2024,constancia_mayoria,3,"incuenta y tres VOTOS NULOS 5,433 Cinco mil cuatrocientos treinta y tres VOTACIÓN TOTAL 241,941 Doscientos cuarenta y un mil novecientos cuarenta y uno (7) Al finalizar el cómputo, se declaró la validez de la elección de diputaciones federales de mayoría relativa y se expidió la constancia de mayoría y validez a favor de la fórmula de candidaturas postulada por la coalición “Sigamos Haciendo Historia”. [2] (8) Juicio s de inconformidad ( ST-JIN-1-2024 y ST-JIN-61/2024, acumulado s ) . El 9 y 10 de junio , los partidos Movimiento Ciudadano y PRD promovi eron, respectivamente,"
SUP-REC-761/2024,constancia_mayoria,4,"omovi eron, respectivamente, ju icio s de inconformidad a fin de controvertir el cómputo y la validez de la elección de diputaciones de mayoría relativa en el 07 Distrito. El 5 de julio , la Sala Toluca confirmó el cómputo de la elección , así como la declaración de validez y la constancia de mayoría. Recurso de reconsideración. El 8 de julio, el PRD presentó una demanda de recurso de reconsideración en contra de la sentencia de la Sala Toluca. 3. TRÁMITE (9) Turno . Recibidas [Truncated]"
SUP-REC-763/2024,constancia_mayoria,1,"inominal con sede en Toluca , Estado de México , [2] en el juicio de inconformidad registrado con la clave S T -JIN- 145 /20 2 4 , que a su vez confirmó el cómputo de la elección de diputaciones por el principio mayoría relativa, la declaración de validez y el otorgamiento de la constancia de mayoría y validez, realizados por el 16 C onsejo D istrital [3] del I nstituto N acional E lectoral [4] en el Estado de México , con cabecera en Ecatepec de Morelos . ANTECEDENTES 1. Jornada electoral . El dos de junio se llevó a cabo la jornada electoral , a fin de renovar diversos car"
SUP-REC-763/2024,constancia_mayoria,2,"istradas/os 122 Ciento veintidós Votos nulos 5, 009 Cinco mil nueve Total 195 , 080 Ciento noventa y cinco mil ochenta 3. Declaración de validez y entrega de constancias de mayoría. Una vez concluido el cómputo, el Consejo Distrital declaró la validez de la elección y entregó la constancia de mayoría y validez a la fórmula postulad a por la coalición Sigamos Haciendo Historia , integrada por los partidos políticos Verde Ecologista de México , del Trabajo y Morena , con base en los resultados siguientes: PARTIDOS POLÍTICOS O COALICIONES VOTOS VOTOS (LETRA) Fuerza y Corazón po"
SUP-REC-763/2024,constancia_mayoria,3,"Dieciséis mil setecientos setenta Candidaturas no registradas 122 Ciento veintidós Votos Nulos 5,009 Cinco mil nueve 4. Juicio de inconformidad. El diez posterior , el PRD promovió juicio de inconformidad a fin de impugnar el cómputo, la declaración de validez y la entrega de la constancia de mayoría y validez de la elección referida. Dicho medio de impugnación fue registrado en la Sala Toluca con la clave ST-JIN-1 45 /2024. 5. Sentencia controvertida. El cinco de ju l io, la Sala Toluca dictó sentencia en el sentido de confirmar los resultados consignados en el acta de cómp"
SUP-REC-763/2024,constancia_mayoria,4,"la Sala Toluca con la clave ST-JIN-1 45 /2024. 5. Sentencia controvertida. El cinco de ju l io, la Sala Toluca dictó sentencia en el sentido de confirmar los resultados consignados en el acta de cómputo distrital, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría y validez correspondiente, de la elección a la diputaci ó n federal en el d istrito 16 en el Estado de México. 6. Recurso de reconsideración. El ocho de julio, el PRD interpuso recurso de reconsideración, en contra de la sentencia dictada por la sala responsable. 7. Escrito de t"
SUP-REC-763/2024,constancia_mayoria,5,"a por la Sala Toluca en el juicio de inconformidad identificado con la clave S T -JIN- 1 45 /2024 , en la cual resolvió, entre otras cuestiones, confirmar los resultados consignados en el acta de cómputo distrital, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría y validez correspondiente, de la elección de diputaci ó n federal por el principio de mayoría relativa en el 16 distrito electoral federal, en el E stado de México . En su demanda el recurrente controvierte la determinación de la Sala responsable que declaró infundados e inopera"
SUP-REC-763/2024,nulidad,1,"ror en l a computación de los voto s , derivado de supuestas intermitencias en el sistema de carga de información en los cómputos distritales ; al razonar que el PRD no identificó las casillas que impugnaba por dicha causal . Finalmente, la Sala Regional desestimó la petición de nulidad de la elección relativa a la intervención del gobierno federal en favor de la coalición que obtuvo el triunfo en el distrito , debido a que e l partido no precisó circunstancias de tiempo, modo y lugar respecto de la incidencia del actuar del presidente de la República, en la elección en el di"
SUP-REC-763/2024,nulidad,2,"ctoral (SIJE), las cuales resultaban suficientes para verificar todo tipo de incidentes ocurridos en las mesas directivas de casilla ya que el sistema recoge información de documentos que tienen el carácter de documentales públicas. Aduce también que, al analizar sus reclamos de nulidad de la elección, la sala dejó de analizar y aplicar la figura jurídica de la prueba contextual. Finalmente, sostiene que la Sala omitió considerar que la información recibida en las mesas capturada en el sistema de cómputos distritales presentó diversas inconsistencias como intermitencias const"
SUP-REC-763/2024,nulidad,3,"ales de nulidad alegadas . En ese sentido, señala que debió realizarse un estudio global e integral de todo el caudal probatorio, bajo las reglas de la experiencia, sana crítica y contexto de las elecciones controvertidas. Con lo cual, a su juicio, es suficiente para declarar la nulidad de la elección impugnada, sin que le fuera exigible aportar la totalidad de las circunstancias de modo, tiempo y lugar en que pudieran haber ocurrido los ilícitos que atentaron contra la integridad de la elección. Al respecto, esta Sala Superior califica como inoperantes dichos planteamientos,"
SUP-REC-763/2024,nulidad,4,"mas esenciales de la valoración de la prueba , porque dejó de tomar en cuenta las causales de nulidad debidamente probadas que hizo valer en el juicio. En concepto del PRD, a pesar de que en su demanda primigen i a indicó de forma puntual y específica las casillas impugnadas, la causal de nulidad específica y el respaldo probatorio suficiente para acreditar su dicho; la sala dejó de analizar sus planteamientos y los elementos probatorios que, además, se trataba de datos obtenidos del sistema de información de la Jornada Electoral (SIJE), las cuales resultaban suficientes"
SUP-REC-763/2024,nulidad,5,"resión popular emitida en las urnas, por considerar que existe una vulneración significativa a los principios constitucionales que rigen las elecciones. [15] De ahí que uno de los elementos que invariablemente se exige para que pueda ser declarada como procedente una determinada causal de nulidad –sea específica o genérica–, es el de la determinancia, misma que debe analizarse bajo criterios cuantitativos y cualitativos, con el fin de verificar si se han conculcado de manera significativa uno o más de los principios rectores del proceso electoral, atendiendo a la graveda"
SUP-REC-763/2024,rp,1,"de reconsideración sólo procederá para impugnar sentencias de fondo dictadas por las Salas Regionales, en los juicios de inconformidad que, se hayan interpuesto en contra de los resultados de las elecciones de diputados y senadores, así como las asignaciones por el principio de representación proporcional que respecto de dichas elecciones realice el Consejo General del INE. Por su parte, el artículo 62, párrafo 1, inciso a), fracción I , de la Ley de Medios dispone que, para el recurso de reconsideración, es presupuesto que la sentencia de la Sala Regional haya dejado de tomar en"
